-123.970795,	26.000000,	13.000000,
-123.470795,	26.000000,	13.000000,
-122.970795,	26.000000,	13.000000,
-122.470795,	26.000000,	13.000000,
-121.949997,	26.000000,	13.000000,
-121.449997,	26.000000,	13.000000,
-120.949997,	26.000000,	13.000000,
-120.449997,	26.000000,	13.000000,
-119.949997,	26.000000,	13.000248,
-119.449997,	26.000000,	13.002761,
-118.949997,	26.000000,	13.007980,
-118.449997,	26.000000,	13.015905,
-117.949997,	26.000000,	13.026538,
-117.449997,	26.000000,	13.039876,
-116.949997,	26.000000,	13.055922,
-116.449997,	26.000000,	13.074673,
-115.949997,	26.000000,	13.096130,
-115.449997,	26.000000,	13.120295,
-114.949997,	26.000000,	13.147165,
-114.449997,	26.000000,	13.176695,
-113.949997,	26.000000,	13.207117,
-113.449997,	26.000000,	13.237211,
-112.949997,	26.000000,	13.266399,
-112.449997,	26.000000,	13.294671,
-111.949997,	26.000000,	13.322026,
-111.449997,	26.000000,	13.348466,
-110.949997,	26.000000,	13.373989,
-110.449997,	26.000000,	13.398596,
-109.949997,	26.000000,	13.422286,
-109.449997,	26.000000,	13.445061,
-108.949997,	26.000000,	13.466919,
-108.449997,	26.000000,	13.487862,
-107.949997,	26.000000,	13.508056,
-107.449997,	26.000000,	13.528180,
-106.949997,	26.000000,	13.548304,
-106.449997,	26.000000,	13.568428,
-105.949997,	26.000000,	13.588552,
-105.449997,	26.000000,	13.608675,
-104.949997,	26.000000,	13.628799,
-104.449997,	26.000000,	13.648923,
-103.949997,	26.000000,	13.669046,
-103.449997,	26.000000,	13.689171,
-102.949997,	26.000000,	13.709294,
-102.449997,	26.000000,	13.729419,
-101.949997,	26.000000,	13.749542,
-101.449997,	26.000000,	13.769666,
-100.949997,	26.000000,	13.789790,
-100.449997,	26.000000,	13.809914,
-99.948196,	26.000000,	13.830110,
-99.448196,	26.000000,	13.850234,
-98.948196,	26.000000,	13.870358,
-98.448196,	26.000000,	13.890482,
-97.948196,	26.000000,	13.910605,
-97.448196,	26.000000,	13.930729,
